// output from Obj2DatTex.py Wavefront text file conversion script
// (c) 2005 By Giles Williams
// 
// original file: "ghavialv.obj"
// 
// model size: 56.628 x 28.314 x 75.504
// 
// textures used: ['griff_arcelite_palette2.png']
// 
NVERTS 17
NFACES 30

VERTEX
-10.74340, 9.37520, -27.12680
-10.74340, 11.65970, -24.53760
-18.87600, 0.00000, -37.75200
-18.87600, 14.15700, -21.70740
10.74340, 11.65970, -24.53760
10.74340, 9.37520, -27.12680
18.87600, 0.00000, -37.75200
18.87600, 14.15700, -21.70740
-11.32480, 12.28460, -13.84340
-9.55708, 11.35770, -9.95052
-28.31400, 0.00000, -18.87600
9.55708, 11.35770, -9.95052
11.32480, 12.28460, -13.84340
28.31400, 0.00000, -18.87600
-0.00000, -14.15700, -18.87600
-14.15700, 0.00000, 37.75200
14.15700, 0.00000, 37.75200

FACES
0,0,0,	-0.79654,0.57085,0.19913,	3,	10,3,15
1,0,0,	-0.44444,-0.88889,0.11111,	3,	10,15,14
2,0,0,	-0.00000,-0.97014,0.24254,	3,	15,16,14
3,0,0,	0.44444,-0.88889,0.11111,	3,	16,13,14
4,0,0,	0.79654,0.57085,0.19913,	3,	7,13,16
5,0,0,	-0.79780,0.45209,-0.39890,	3,	2,3,10
6,0,0,	-0.43644,-0.87287,-0.21822,	3,	2,10,14
7,0,0,	0.79780,0.45209,-0.39890,	3,	7,6,13
8,0,0,	0.43644,-0.87287,-0.21822,	3,	13,6,14
9,0,0,	-0.00000,-0.80000,-0.60000,	3,	6,2,14
10,0,0,	0.00001,0.74984,-0.66162,	3,	1,3,2
11,0,0,	-0.00004,0.74985,-0.66161,	3,	0,1,2
12,0,0,	-0.00000,0.74984,-0.66162,	3,	0,2,6
13,0,0,	-0.00000,0.74984,-0.66162,	3,	5,0,6
14,0,0,	0.00000,0.74984,-0.66162,	3,	7,5,6
15,0,0,	-0.00001,0.74985,-0.66161,	3,	7,4,5
16,0,0,	-0.00000,0.74983,-0.66163,	3,	7,3,4
17,0,0,	-0.00000,0.74983,-0.66163,	3,	3,1,4
18,0,0,	-0.00000,0.97281,0.23162,	3,	3,16,15
19,0,0,	-0.00000,0.97281,0.23162,	3,	3,7,12
20,0,0,	-0.00000,0.97281,0.23162,	3,	3,12,8
21,0,0,	-0.00000,0.97281,0.23162,	3,	12,7,16
22,0,0,	-0.00001,0.97280,0.23163,	3,	3,8,9
23,0,0,	0.00001,0.97281,0.23161,	3,	3,9,16
24,0,0,	-0.00001,0.97281,0.23162,	3,	11,12,16
25,0,0,	-0.00000,0.97281,0.23162,	3,	9,11,16
26,0,0,	-0.00000,0.97280,0.23163,	3,	12,11,9
27,0,0,	-0.00000,0.97280,0.23163,	3,	8,12,9
28,0,0,	-0.00000,0.74985,-0.66161,	3,	1,0,5
29,0,0,	-0.00000,0.74985,-0.66161,	3,	4,1,5

TEXTURES
griff_arcelite_palette2.png	1.0 1.0	0.16632 0.95839	0.16005 0.95669	0.15691 0.99249
griff_arcelite_palette2.png	1.0 1.0	0.22988 0.96477	0.22491 0.98280	0.21993 0.96477
griff_arcelite_palette2.png	1.0 1.0	0.28488 0.97920	0.27731 0.97920	0.28110 0.96548
griff_arcelite_palette2.png	1.0 1.0	0.22569 0.98280	0.22071 0.96477	0.23067 0.96477
griff_arcelite_palette2.png	1.0 1.0	0.15362 0.95669	0.14735 0.95839	0.15676 0.99249
griff_arcelite_palette2.png	1.0 1.0	0.08952 0.96933	0.08952 0.97621	0.09399 0.97743
griff_arcelite_palette2.png	1.0 1.0	0.22548 0.77941	0.23269 0.79248	0.21106 0.79248
griff_arcelite_palette2.png	1.0 1.0	0.09030 0.97621	0.09030 0.96933	0.08583 0.97743
griff_arcelite_palette2.png	1.0 1.0	0.21276 0.78781	0.21997 0.77475	0.23440 0.78781
griff_arcelite_palette2.png	1.0 1.0	0.28537 0.78298	0.30960 0.78298	0.29748 0.79395
griff_arcelite_palette2.png	1.0 1.0	0.03756 0.97055	0.04377 0.97608	0.04377 0.96497
griff_arcelite_palette2.png	1.0 1.0	0.03756 0.96697	0.03756 0.97055	0.04377 0.96497
griff_arcelite_palette2.png	1.0 1.0	0.03756 0.96697	0.04377 0.96497	0.01493 0.96497
griff_arcelite_palette2.png	1.0 1.0	0.02114 0.96697	0.03756 0.96697	0.01493 0.96497
griff_arcelite_palette2.png	1.0 1.0	0.01493 0.97608	0.02114 0.96697	0.01493 0.96497
griff_arcelite_palette2.png	1.0 1.0	0.01493 0.97608	0.02114 0.97055	0.02114 0.96697
griff_arcelite_palette2.png	1.0 1.0	0.01493 0.97608	0.04377 0.97608	0.02114 0.97055
griff_arcelite_palette2.png	1.0 1.0	0.04377 0.97608	0.03756 0.97055	0.02114 0.97055
griff_arcelite_palette2.png	1.0 1.0	0.41622 0.95812	0.40108 0.98281	0.41406 0.98281
griff_arcelite_palette2.png	1.0 1.0	0.41622 0.95812	0.39892 0.95812	0.40481 0.96139
griff_arcelite_palette2.png	1.0 1.0	0.41622 0.95812	0.40481 0.96139	0.41033 0.96139
griff_arcelite_palette2.png	1.0 1.0	0.40481 0.96139	0.39892 0.95812	0.40108 0.98281
griff_arcelite_palette2.png	1.0 1.0	0.41622 0.95812	0.41033 0.96139	0.40952 0.96300
griff_arcelite_palette2.png	1.0 1.0	0.41622 0.95812	0.40952 0.96300	0.40108 0.98281
griff_arcelite_palette2.png	1.0 1.0	0.40562 0.96300	0.40481 0.96139	0.40108 0.98281
griff_arcelite_palette2.png	1.0 1.0	0.40952 0.96300	0.40562 0.96300	0.40108 0.98281
griff_arcelite_palette2.png	1.0 1.0	0.53018 0.96983	0.53099 0.97145	0.53488 0.97145
